[2026-08-21 13:40:30] BUILD start: none
  스캔 8200개 처리, GICP 성공 7828 실패 371 (필터폴백 0)
  스캔 8400개 처리, GICP 성공 8024 실패 375 (필터폴백 0)
  스캔 8600개 처리, GICP 성공 8200 실패 399 (필터폴백 0)
  스캔 8800개 처리, GICP 성공 8386 실패 413 (필터폴백 0)
  스캔 9000개 처리, GICP 성공 8584 실패 415 (필터폴백 0)
  스캔 9200개 처리, GICP 성공 8782 실패 417 (필터폴백 0)
  스캔 9400개 처리, GICP 성공 8972 실패 427 (필터폴백 0)
  스캔 9600개 처리, GICP 성공 9164 실패 435 (필터폴백 0)
  스캔 9800개 처리, GICP 성공 9363 실패 436 (필터폴백 0)
  스캔 10000개 처리, GICP 성공 9561 실패 438 (필터폴백 0)
  스캔 10200개 처리, GICP 성공 9759 실패 440 (필터폴백 0)
  스캔 10400개 처리, GICP 성공 9937 실패 462 (필터폴백 0)
  스캔 10600개 처리, GICP 성공 10122 실패 477 (필터폴백 0)
  스캔 10800개 처리, GICP 성공 10320 실패 479 (필터폴백 0)
  스캔 11000개 처리, GICP 성공 10518 실패 481 (필터폴백 0)
  스캔 11200개 처리, GICP 성공 10707 실패 492 (필터폴백 0)
  스캔 11400개 처리, GICP 성공 10901 실패 498 (필터폴백 0)
